Annotation,Speaker,Utterance,,
NOP,*MOT:,we have some cranapple juice .,,
,%mor:,pron|we-Prs-Nom-P1 verb|have-Fin-Ind-Pres-P1 det|some-Def noun|cranapple noun|juice .,,
,%gra:,1|2|NSUBJ 2|5|ROOT 3|5|DET 4|5|COMPOUND 5|2|OBJ 6|2|PUNCT,,
,%add:,fat,,
NOP,*FAT:,I'll take some .,,
,%mor:,pron|I-Prs-Nom-S1~aux|will-Fin-S verb|take-Inf-S det|some-Def .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|4|ROOT 4|3|OBJ 5|3|PUNCT,,
,%add:,mot,,
POL,*MOT:,would ya ?,,
,%mor:,aux|would-Fin-S pron|you-Prs-Acc-S2 ?,,
,%gra:,1|2|ROOT 2|1|NSUBJ 3|1|PUNCT,,
,%add:,fat,,
NOP,*MOT:,do you like this record ?,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|like-Inf-S det|this-Def-Dem noun|record ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|5|ROOT 4|5|DET 5|3|OBJ 6|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,yeah (7.) .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%exp:,"pause 7 sec , record playing ""very silly""",,
,%add:,mot,,
NOP,*CHI:,he's siwwy [: silly] .,,
,%mor:,pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|silly-Pos-S1 .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,all,,
NOP,*MOT:,he's silly ?,,
,%mor:,pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|silly-Pos-S1 ?,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,yeah [=! laughs] .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*FAT:,&=laughs .,,
NOP,*MOT:,&=laughs you're silly (14.) .,,
,%mor:,pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 adj|silly-Pos-S1 .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*MOT:,"what comes after +""/.",,
,%mor:,"pron|what-Rel-S1 verb|come-Fin-Ind-Pres-S3 adv|after +""/.",,
,%gra:,1|2|NSUBJ 2|3|ROOT 3|2|ADVMOD 4|2|PUNCT,,
,%com:,record beginning next letter,,
,%add:,chi,,
NOP,*MOT:,#ERROR!,,
,%mor:,noun|v ?,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,you have one on your pants today .,,
,%mor:,pron|you-Prs-Nom-S2 verb|have-Fin-Ind-Pres-S2 num|one adp|on pron|your-Prs-Gen-S2 noun|pant-Plur noun|today .,,
,%gra:,1|2|NSUBJ 2|7|ROOT 3|2|OBJ 4|6|CASE 5|6|NMOD-POSS 6|3|NMOD 7|2|OBL-TMOD 8|2|PUNCT,,
NOP,*MOT:,(.) what letter's on your pants ?,,
,%mor:,det|what-Def-Int noun|letter~aux|be-Fin-Ind-Pres-S3 adp|on pron|your-Prs-Gen-S2 noun|pant-Plur ?,,
,%gra:,1|2|DET 2|3|NSUBJ 3|6|ROOT 4|6|CASE 5|6|NMOD-POSS 6|3|OBL 7|3|PUNCT,,
NOP,*CHI:,xxx .,,
,%add:,mot,,
NOP,*MOT:,no .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,do you remember what's on your pants ?,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|remember-Inf-S pron|what-Rel-S1~aux|be-Fin-Ind-Pres-S3 adp|on pron|your-Prs-Gen-S2 noun|pant-Plur ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|8|ROOT 4|3|OBJ 5|4|ACL-RELCL 6|8|CASE 7|8|NMOD-POSS 8|5|OBL 9|3|PUNCT,,
NOP,*MOT:,look down .,,
,%mor:,verb|look-Fin-Imp-S adv|down .,,
,%gra:,1|2|ROOT 2|1|ADVMOD 3|1|PUNCT,,
NOP,*MOT:,it's the letter +...,,
,%mor:,pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|letter +...,,
,%gra:,1|4|NSUBJ 2|4|COP 3|4|DET 4|4|ROOT 5|4|PUNCT,,
NOP,*CHI:,no .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,no .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,what letter is this ?,,
,%mor:,det|what-Def-Int noun|letter aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 ?,,
,%gra:,1|2|DET 2|4|NSUBJ 3|4|COP 4|4|ROOT 5|4|PUNCT,,
NOP,*MOT:,wha(t) +...,,
,%mor:,pron|what-Int-S1 +...,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*CHI:,walwus [: walrus] !,,
,%mor:,noun|walrus !,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,a walrus begins with a +...,,
,%mor:,det|a-Ind-Art noun|walrus verb|begin-Fin-Ind-Pres-S3 adp|with det|a-Ind-Art +...,,
,%gra:,1|2|DET 2|3|NSUBJ 3|5|ROOT 4|3|CASE 5|3|OBL 6|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,w@l .,,
,%mor:,intj|with .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,a w@l .,,
,%mor:,det|a-Ind-Art noun|with .,,
,%gra:,1|2|DET 2|2|ROOT 3|2|PUNCT,,
,%add:,chi,,
NOP,*MOT:,"well , we're gonna hear the w@l next .",,
,%mor:,intj|well cm|cm pron|we-Prs-Nom-P1~aux|be-Fin-Ind-Pres-P1 adv|gonna verb|hear-Inf-S det|the-Def-Art noun|with adj|next-Pos-S1 .,,
,%gra:,1|6|DISCOURSE 2|6|PUNCT 3|6|NSUBJ 4|6|AUX 5|6|ADVMOD 6|9|ROOT 7|8|DET 8|9|COMPOUND 9|6|OBJ 10|6|PUNCT,,
NOP,*MOT:,ah !,,
,%mor:,intj|ah !,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,he just said it !,,
,%mor:,pron|he-Prs-Nom-S3 adv|just verb|say-Fin-Ind-Past-S3 pron|it-Prs-Acc-S3 !,,
,%gra:,1|3|NSUBJ 2|3|ADVMOD 3|4|ROOT 4|3|OBJ 5|3|PUNCT,,
NOP,*MOT:,let's listen .,,
,%mor:,verb|let-Fin-Imp-S~pron|we-Prs-Acc-P1 verb|listen-Inf-S .,,
,%gra:,1|3|ROOT 2|1|OBJ 3|1|XCOMP 4|1|PUNCT,,
NOP,*CHI:,I wan pun .,,
,%mor:,pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 noun|pun .,,
,%gra:,1|2|NSUBJ 2|3|ROOT 3|2|OBJ 4|2|PUNCT,,
,%add:,unknown,,
NOP,*MOT:,want some of my punch ?,,
,%mor:,verb|want-Fin-Imp-S det|some-Def adp|of pron|my-Prs-Gen-S1 noun|punch ?,,
,%gra:,1|5|ROOT 2|1|OBJ 3|5|CASE 4|5|NMOD-POSS 5|2|NMOD 6|1|PUNCT,,
,%add:,chi,,
NOP,*CHI:,ya .,,
,%mor:,intj|ya .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,here .,,
,%mor:,adv|here .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*CHI:,I wan your pun .,,
,%mor:,pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 pron|your-Prs-Gen-S2 noun|pun .,,
,%gra:,1|2|NSUBJ 2|4|ROOT 3|4|NMOD-POSS 4|2|OBJ 5|2|PUNCT,,
,%add:,fat,,
NOP,*MOT:,here .,,
,%mor:,adv|here .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*FAT:,why don't you have some of Mommy's instead ?,,
,%mor:,adv|why aux|do-Fin-Ind-Pres-S2~part|not pron|you-Prs-Nom-S2 verb|have-Inf-S det|some-Def adp|of noun|Mommy~part|s adv|instead ?,,
,%gra:,1|5|ADVMOD 2|5|AUX 3|5|ADVMOD 4|5|NSUBJ 5|10|ROOT 6|5|OBJ 7|10|CASE 8|10|NMOD-POSS 9|8|CASE 10|6|NMOD 11|5|PUNCT,,
,%add:,chi,,
NOP,*MOT:,yeah .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,cause Daddy has a little cold .,,
,%mor:,sconj|cause noun|Daddy verb|have-Fin-Ind-Pres-S3 det|a-Ind-Art adj|little-Pos-S1 noun|cold .,,
,%gra:,1|3|MARK 2|3|NSUBJ 3|6|ROOT 4|6|DET 5|6|AMOD 6|3|OBJ 7|3|PUNCT,,
NOP,*CHI:,&~yo &~yu your pun not xxx is hot .,,
,%mor:,pron|your-Prs-Gen-S2 noun|pun part|not aux|be-Fin-Ind-Pres-S3 adj|hot-Pos-S1 .,,
,%gra:,1|2|NMOD-POSS 2|5|NSUBJ 3|5|ADVMOD 4|5|COP 5|5|ROOT 6|5|PUNCT,,
,%add:,unknown,,
NOP,*MOT:,it is hot ?,,
,%mor:,pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 adj|hot-Pos-S1 ?,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,yeah .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
POL,*MOT:,I didn't think it was hot .,,
,%mor:,pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Past-S1~part|not verb|think-Inf-S pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3 adj|hot-Pos-S1 .,,
,%gra:,1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|7|ROOT 5|7|NSUBJ 6|7|COP 7|4|CCOMP 8|4|PUNCT,,
,%add:,chi,,
NOP,*MOT:,let's not play +...,,
,%mor:,verb|let-Fin-Imp-S~pron|we-Prs-Acc-P1 part|not verb|play-Inf-S +...,,
,%gra:,1|4|ROOT 2|1|OBJ 3|4|ADVMOD 4|1|XCOMP 5|1|PUNCT,,
NOP,*MOT:,let's eat it .,,
,%mor:,verb|let-Fin-Imp-S~pron|we-Prs-Acc-P1 verb|eat-Inf-S pron|it-Prs-Acc-S3 .,,
,%gra:,1|4|ROOT 2|1|OBJ 3|1|XCOMP 4|3|OBJ 5|1|PUNCT,,
NOP,*MOT:,Nanette .,,
,%mor:,noun|Nanette .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,want me to make it into a sandwich again for you ?,,
,%mor:,verb|want-Fin-Imp-S pron|I-Prs-Acc-S1 part|to verb|make-Inf-S pron|it-Prs-Acc-S3 adp|into det|a-Ind-Art noun|sandwich adv|again adp|for pron|you-Prs-Acc-S2 ?,,
,%gra:,1|11|ROOT 2|1|OBJ 3|4|MARK 4|1|XCOMP 5|4|OBJ 6|8|CASE 7|8|DET 8|4|OBL 9|4|ADVMOD 10|11|CASE 11|4|OBL 12|1|PUNCT,,
NOP,*CHI:,na(w) .,,
,%mor:,intj|naw .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,what ?,,
,%mor:,pron|what-Int-S1 ?,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*CHI:,no: xxx .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,I'll put it like this .,,
,%mor:,pron|I-Prs-Nom-S1~aux|will-Fin-S verb|put-Inf-S pron|it-Prs-Acc-S3 adp|like pron|this-Dem-S1 .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|6|ROOT 4|3|OBJ 5|6|CASE 6|3|OBL 7|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,ah .,,
,%mor:,intj|ah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%par:,whining,,
,%add:,mot,,
NOP,*CHI:,na(w) [//] no: xxx .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,no ?,,
,%mor:,intj|no ?,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,okay <you eat it any way you want> [>] .,,
,%mor:,intj|okay pron|you-Prs-Nom-S2 verb|eat-Fin-Ind-Pres-S2 pron|it-Prs-Acc-S3 det|any-Def noun|way pron|you-Prs-Nom-S2 verb|want-Fin-Ind-Pres-S2 .,,
,%gra:,1|3|DISCOURSE 2|3|NSUBJ 3|8|ROOT 4|3|OBJ 5|6|DET 6|3|OBL-NPMOD 7|8|NSUBJ 8|6|ACL-RELCL 9|3|PUNCT,,
NOP,*FAT:,<xxx hafta eat this> [<] .,,
,%mor:,intj|hafta verb|eat-Fin-Imp-S pron|this-Dem-S1 .,,
,%gra:,1|2|DISCOURSE 2|3|ROOT 3|2|OBJ 4|2|PUNCT,,
,%add:,chi,,
NOP,*MOT:,eat it anyway you want .,,
,%mor:,verb|eat-Fin-Imp-S pron|it-Prs-Acc-S3 adv|anyway pron|you-Prs-Nom-S2 verb|want-Fin-Ind-Pres-S2 .,,
,%gra:,1|5|ROOT 2|1|OBJ 3|1|ADVMOD 4|5|NSUBJ 5|1|PARATAXIS 6|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,okay (8.) ?,,
,%mor:,intj|okay ?,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,"do you like Janet's shoes , Nanette ?",,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|like-Inf-S noun|Janet~part|s noun|shoe-Plur cm|cm noun|Nanette ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|8|ROOT 4|6|NMOD-POSS 5|4|CASE 6|3|OBJ 7|8|PUNCT 8|3|PARATAXIS 9|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,no .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%com:,no ch,,
,%add:,mot,,
NOP,*CHI:,they have funny heels .,,
,%mor:,pron|they-Prs-Nom-P3 verb|have-Fin-Ind-Pres-P3 adj|funny-Pos-S1 noun|heel-Plur .,,
,%gra:,1|2|NSUBJ 2|4|ROOT 3|4|AMOD 4|2|OBJ 5|2|PUNCT,,
NOP,*JAN:,"they're all smached [: smashed] in , too [=! laughs] .",,
,%mor:,pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 adv|all verb|smashed-Part-Past-S adp|in cm|cm adv|too .,,
,%gra:,1|4|NSUBJ-PASS 2|4|AUX-PASS 3|4|ADVMOD 4|7|ROOT 5|4|COMPOUND-PRT 6|4|PUNCT 7|4|ADVMOD 8|4|PUNCT,,
,%add:,mot and chi,,
NOP,*JAN:,they're about a year old .,,
,%mor:,pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 adv|about det|a-Ind-Art noun|year adj|old-Pos-S1 .,,
,%gra:,1|6|NSUBJ 2|6|COP 3|5|ADVMOD 4|5|DET 5|6|OBL-TMOD 6|6|ROOT 7|6|PUNCT,,
NOP,*JAN:,they're horrible .,,
,%mor:,pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 adj|horrible-Pos-S1 .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
NOP,*CHI:,ho bull .,,
,%mor:,intj|ho noun|bull .,,
,%gra:,1|2|DISCOURSE 2|2|ROOT 3|2|PUNCT,,
,%add:,unknown,,
NOP,*MOT:,0 [=! sighs] .,,
,%add:,unknown,,
NOP,*JAN:,xxx was that ?,,
,%mor:,aux|be-Fin-Ind-Past-S3 pron|that-Dem-S1 ?,,
,%gra:,1|2|COP 2|2|ROOT 3|2|PUNCT,,
,%add:,unknown,,
NOP,*MOT:,the little dining room ?,,
,%mor:,det|the-Def-Art adj|little-Pos-S1 noun|dining noun|room ?,,
,%gra:,1|4|DET 2|4|AMOD 3|4|COMPOUND 4|4|ROOT 5|4|PUNCT,,
,%add:,jan,,
NOP,*JAN:,yeah .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*JAN:,"it was , &-um +...",,
,%mor:,pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3 cm|cm +...,,
,%gra:,1|2|NSUBJ 2|3|ROOT 3|2|PUNCT 4|2|PUNCT,,
NOP,*MOT:,it was charming when [//] war Nanette came .,,
,%mor:,pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3 adj|charming-Pos-S1 noun|war noun|Nanette verb|come-Fin-Ind-Past-S3 .,,
,%gra:,1|4|NSUBJ 2|4|COP 3|4|AMOD 4|6|ROOT 5|6|NSUBJ 6|4|ACL-RELCL 7|4|PUNCT,,
,%add:,jan,,
NOP,*MOT:,it was really pretty .,,
,%mor:,pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3 adv|really adj|pretty-Pos-S1 .,,
,%gra:,1|4|NSUBJ 2|4|COP 3|4|ADVMOD 4|4|ROOT 5|4|PUNCT,,
NOP,*JAN:,mhm .,,
,%mor:,intj|mhm .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*JAN:,<xxx> [>] +...,,
,%add:,mot,,
NOP,*MOT:,<but now> [<] I hardly even realize it's a dining room .,,
,%mor:,cconj|but adv|now pron|I-Prs-Nom-S1 adv|hardly adv|even verb|realize-Fin-Ind-Pres-S1 pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|dining noun|room .,,
,%gra:,1|6|CC 2|6|ADVMOD 3|6|NSUBJ 4|6|ADVMOD 5|6|ADVMOD 6|11|ROOT 7|11|NSUBJ 8|11|COP 9|11|DET 10|11|COMPOUND 11|6|CCOMP 12|6|PUNCT,,
,%add:,jan,,
NOP,*MOT:,"Nanette , someday , do you think you'll be big enough to have all your toys in your bedroom ?",,
,%mor:,noun|Nanette cm|cm adv|someday cm|cm aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|think-Inf-S pron|you-Prs-Nom-S2~aux|will-Fin-S aux|be-Inf-S adj|big-Pos-S1 adv|enough part|to verb|have-Inf-S det|all-Def pron|your-Prs-Gen-S2 noun|toy-Plur adp|in pron|your-Prs-Gen-S2 noun|bedroom ?,,
,%gra:,1|7|VOCATIVE 2|7|PUNCT 3|7|ADVMOD 4|7|PUNCT 5|7|AUX 6|7|NSUBJ 7|20|ROOT 8|11|NSUBJ 9|11|AUX 10|11|COP 11|7|CCOMP 12|11|ADVMOD 13|14|MARK 14|11|ADVCL 15|17|DET-PREDET 16|17|NMOD-POSS 17|14|OBJ 18|20|CASE 19|20|NMOD-POSS 20|14|OBL 21|7|PUNCT,,
,%add:,chi,,
NOP,*CHI:,yeah .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,"this is a glass coffee table , so we put the (.) made her a top .",,
,%mor:,pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|glass noun|coffee noun|table cm|cm adv|so pron|we-Prs-Nom-P1 verb|put-Fin-Ind-Past-P1 det|the-Def-Art verb|make-Fin-Ind-Past-S3 pron|her-Prs-Acc-S3 det|a-Ind-Art noun|top .,,
,%gra:,1|6|NSUBJ 2|6|COP 3|6|DET 4|5|COMPOUND 5|6|COMPOUND 6|15|ROOT 7|6|PUNCT 8|10|ADVMOD 9|10|NSUBJ 10|6|PARATAXIS 11|12|OBJ 12|10|CCOMP 13|12|IOBJ 14|15|DET 15|12|XCOMP 16|6|PUNCT,,
,%add:,jan,,
NOP,*JAN:,mhm .,,
,%mor:,intj|mhm .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,"&~wa , it must be , I don't know , way over a year old .",,
,%mor:,cm|cm pron|it-Prs-Nom-S3 aux|must-Fin-S aux|be-Inf-S cm|cm pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S cm|cm adv|way adv|over det|a-Ind-Art noun|year adj|old-Pos-S1 .,,
,%gra:,1|4|PUNCT 2|4|NSUBJ 3|4|AUX 4|9|REPARANDUM 5|4|PUNCT 6|9|NSUBJ 7|9|AUX 8|9|ADVMOD 9|15|ROOT 10|15|PUNCT 11|14|ADVMOD 12|14|CASE 13|14|DET 14|15|OBL-NPMOD 15|9|PARATAXIS 16|9|PUNCT,,
,%add:,jan,,
NOP,*FAT:,yeah +/.,,
,%mor:,intj|yeah +/.,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,all,,
NOP,*MOT:,but I notice it has some of her one year old birthday cards on it .,,
,%mor:,cconj|but pron|I-Prs-Nom-S1 verb|notice-Fin-Ind-Pres-S1 pron|it-Prs-Nom-S3 verb|have-Fin-Ind-Pres-S3 det|some-Def adp|of pron|her-Prs-Gen-S3 num|one noun|year adj|old-Pos-S1 noun|birthday noun|card-Plur adp|on pron|it-Prs-Acc-S3 .,,
,%gra:,1|3|CC 2|3|NSUBJ 3|15|ROOT 4|5|NSUBJ 5|3|CCOMP 6|5|OBJ 7|13|CASE 8|13|NMOD-POSS 9|10|NUMMOD 10|11|OBL-NPMOD 11|13|AMOD 12|13|COMPOUND 13|6|NMOD 14|15|CASE 15|5|OBL 16|3|PUNCT,,
,%add:,jan,,
NOP,*FAT:,so +/.,,
,%mor:,adv|so +/.,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,unknown,,
NOP,*MOT:,I was gonna sing that today .,,
,%mor:,pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Past-S3 adv|gonna verb|sing-Inf-S pron|that-Dem-S1 noun|today .,,
,%gra:,1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|6|ROOT 5|4|OBJ 6|4|OBL-TMOD 7|4|PUNCT,,
,%add:,fat,,
NOP,*FAT:,"so , we had to have gotten that after her birthday [>] .",,
,%mor:,adv|so cm|cm pron|we-Prs-Nom-P1 verb|have-Fin-Ind-Past-P1 part|to aux|have-Inf-S verb|get-Part-Past-S pron|that-Dem-S1 adp|after pron|her-Prs-Gen-S3 noun|birthday .,,
,%gra:,1|4|ADVMOD 2|4|PUNCT 3|4|NSUBJ 4|11|ROOT 5|7|MARK 6|7|AUX 7|4|XCOMP 8|7|OBJ 9|11|CASE 10|11|NMOD-POSS 11|7|OBL 12|4|PUNCT,,
,%add:,mot,,
NOP,*MOT:,so [<] it's probably bout a year old .,,
,%mor:,adv|so pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|probably noun|bout det|a-Ind-Art noun|year adj|old-Pos-S1 .,,
,%gra:,1|5|ADVMOD 2|5|NSUBJ 3|5|COP 4|5|ADVMOD 5|8|ROOT 6|7|DET 7|8|OBL-NPMOD 8|5|AMOD 9|5|PUNCT,,
,%add:,all,,
NOP,*FAT:,about a year (8.) .,,
,%mor:,adv|about det|a-Ind-Art noun|year .,,
,%gra:,1|3|ADVMOD 2|3|DET 3|3|ROOT 4|3|PUNCT,,
,%add:,mot,,
NOP,*CHI:,&~de Denise .,,
,%mor:,noun|Denise .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,unknown,,
NOP,*MOT:,where's +...,,
,%mor:,adv|where~aux|be-Fin-Ind-Pres-S3 +...,,
,%gra:,1|2|ADVMOD 2|2|ROOT 3|2|PUNCT,,
,%add:,chi,,
NOP,*MOT:,"oh , Denise is the little girl that we saw this afternoon .",,
,%mor:,intj|oh cm|cm noun|Denise aux|be-Fin-Ind-Pres-S3 det|the-Def-Art adj|little-Pos-S1 noun|girl pron|that-Rel-S1 pron|we-Prs-Nom-P1 verb|see-Fin-Ind-Past-P1 det|this-Def-Dem noun|afternoon .,,
,%gra:,1|7|DISCOURSE 2|7|PUNCT 3|7|NSUBJ 4|7|COP 5|7|DET 6|7|AMOD 7|12|ROOT 8|10|OBJ 9|10|NSUBJ 10|7|ACL-RELCL 11|12|DET 12|10|OBJ 13|7|PUNCT,,
,%add:,jan,,
NOP,*MOT:,do you like that name ?,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|like-Inf-S det|that-Def-Dem noun|name ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|5|ROOT 4|5|DET 5|3|OBJ 6|3|PUNCT,,
,%add:,chi,,
NOP,*MOT:,do you like the name Denise ?,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|like-Inf-S det|the-Def-Art noun|name noun|Denise ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|6|ROOT 4|5|DET 5|3|OBJ 6|5|APPOS 7|3|PUNCT,,
NOP,*CHI:,that's Denise .,,
,%mor:,pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 noun|Denise .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,mot,,
NOP,*MOT:,that's Janet !,,
,%mor:,pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 noun|Janet !,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*MOT:,remember ?,,
,%mor:,verb|remember-Fin-Imp-S ?,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*CHI:,I don't kno [//] name Janet [>] .,,
,%mor:,pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|name-Inf-S noun|Janet .,,
,%gra:,1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|5|ROOT 5|4|OBJ 6|4|PUNCT,,
,%add:,mot,,
NOP,*MOT:,you don't know the name Janet ?,,
,%mor:,pron|you-Prs-Nom-S2 aux|do-Fin-Ind-Pres-S2~part|not verb|know-Inf-S det|the-Def-Art noun|name noun|Janet ?,,
,%gra:,1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|7|ROOT 5|6|DET 6|4|OBJ 7|6|APPOS 8|4|PUNCT,,
,%com:,in a whiny voice,,
,%add:,chi,,
NOP,*FAT:,"well , you do now .",,
,%mor:,intj|well cm|cm pron|you-Prs-Nom-S2 aux|do-Fin-Ind-Pres-S2 adv|now .,,
,%gra:,1|4|DISCOURSE 2|1|PUNCT 3|4|NSUBJ 4|5|ROOT 5|4|ADVMOD 6|4|PUNCT,,
,%add:,chi,,
NOP,*FAT:,that's Janet .,,
,%mor:,pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 noun|Janet .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
NOP,*FAT:,who's that +...,,
,%mor:,pron|who-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem-S1 +...,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
NOP,*FAT:,who stays with us ?,,
